name,shape_v,shape_u,coverage,median_step,max_step,ratio,flagged,severe,edges,verdict
20231007101619,808,1665,0.8803,19.96,43.3,2.17,0,0,2365701,OK
20260602225659-5753_0,1003,202,0.6955,20.37,44.1,2.17,0,0,280491,OK
20260123230000-w037_2026012323_flatboi,522,486,0.6637,19.9,43.1,2.16,0,0,335588,OK
20230702185753,677,870,0.6556,20.03,43.3,2.16,0,0,770611,OK
20260603024952-5753_-2,1015,191,0.661,20.05,43.3,2.16,0,0,254892,OK
20260602225659-5753_0,4012,808,0.6889,20.36,43.9,2.16,0,0,4461008,OK
20250108000002-w027_2025010845,1717,1663,0.0394,19.94,43.0,2.16,0,0,224380,SPARSE
20260623155240-w092-094,5276,18079,0.8765,19.97,43.0,2.15,0,0,167179407,OK
20260206000001-w047_2026020613,698,509,0.3053,19.95,42.9,2.15,0,0,216230,SPARSE
20260603145540-5753_-4,1022,154,0.7482,20.04,43.0,2.15,0,0,234087,OK
20260623153216-w081-084,5259,20841,0.8929,19.96,42.8,2.15,0,0,195686445,OK
20260602225659-5753_0,1231,248,0.4231,20.37,43.5,2.14,0,0,257336,SPARSE
20260623163339-w110-112,2508,9612,0.8638,19.94,42.6,2.14,0,0,41630708,OK
20260203210000-w040_2026020321_flatboi,528,486,0.6181,19.9,42.4,2.13,0,0,315980,OK
20260623152443-w077-080,617,2316,0.8967,19.97,42.5,2.13,0,0,2559104,OK
20260623152443-w077-080,615,2314,0.9001,19.97,42.5,2.13,0,0,2558047,OK
20260623152443-w077-080,5225,19659,0.8971,19.96,42.5,2.13,0,0,184260144,OK
20260123230000-w037_2026012323_flatboi,1261,1167,0.659,19.87,42.2,2.12,0,0,1936739,OK
20260603190005-5753_-5,1015,144,0.726,20.03,42.5,2.12,0,0,210762,OK
20251109232817-w065_20251109232817724_flatboi,814,766,0.7326,20.02,42.4,2.12,0,0,911834,OK
20250926203608-auto_grown_20250926203608932,228,1248,0.3543,21.46,45.3,2.11,0,0,197034,SPARSE
20260623151041-w069-072,616,2075,0.8982,19.95,42.1,2.11,0,0,2292762,OK
20260623151041-w069-072,614,2073,0.9019,19.95,42.1,2.11,0,0,2292579,OK
20260623153216-w081-084,2476,9812,0.8933,19.96,42.0,2.11,0,0,43386752,OK
20260623151041-w069-072,5217,17612,0.8988,19.94,41.9,2.1,0,0,165132482,OK
20260623155240-w092-094,2484,8512,0.877,19.97,41.8,2.09,0,0,37070848,OK
20250925161630-auto_grown_20250925161630635,240,954,0.3991,21.5,45.0,2.09,0,0,178620,SPARSE
20260130000000-w031_2026013019,2217,2159,0.0244,19.85,41.5,2.09,0,0,232748,SPARSE
20260603042357-5753_-3,1036,168,0.7191,20.04,41.6,2.08,0,0,248916,OK
20250930083742-auto_grown_20250930083742882,252,1032,0.3718,21.59,44.8,2.08,0,0,188731,SPARSE
20250929040153-auto_grown_20250929040153260,162,570,0.4478,21.68,45.0,2.08,0,0,80664,SPARSE
20250108000003-w028_2025010836,1807,1752,0.0359,19.68,40.6,2.06,0,0,226293,SPARSE
20260203000000-w032_2026020303,2393,2334,0.0213,19.92,41.1,2.06,0,0,237778,SPARSE
20260602204401-5753_-7,990,144,0.4656,20.01,41.2,2.06,0,0,131152,SPARSE
20260623162614-w107-109,628,2368,0.8648,19.96,41.1,2.06,0,0,2568447,OK
20260623162614-w107-109,626,2366,0.868,19.96,41.1,2.06,0,0,2567607,OK
20260623151041-w069-072,2456,8292,0.8993,19.94,41.0,2.06,0,0,36616406,OK
20250917143559-w062_20250917143559205_flatboi,630,687,0.8935,20.0,41.1,2.06,0,0,771779,OK
20251203230500-w089_20251203230500465_flatboi,660,624,0.691,19.97,41.0,2.05,0,0,567551,OK
20250223000000-w059_2025022312,1404,1948,0.8628,20.01,41.1,2.05,0,0,4715792,OK
20260623141924-w010-027,689,2613,0.9216,19.97,40.9,2.05,0,0,3314503,OK
20250108000004-w029_2025010827,1940,1884,0.0313,19.73,40.4,2.05,0,0,227765,SPARSE
20260623152443-w077-080,2460,9256,0.8975,19.95,40.9,2.05,0,0,40855548,OK
20231016151002,504,798,0.8373,19.96,40.8,2.04,0,0,671969,OK
20260123230000-w037_2026012323_flatboi,3665,3353,0.5756,19.9,40.5,2.03,0,0,14137086,OK
20260602204401-5753_-7,8412,1223,0.2872,20.06,40.7,2.03,0,0,5902301,SPARSE
20260603024952-5753_-2,4060,764,0.6537,20.04,40.7,2.03,0,0,4050040,OK
20260701183124-w010-027,1070,2611,0.6547,20.0,40.5,2.03,0,0,3654450,OK
20260623163339-w110-112,769,2952,0.8363,19.94,40.4,2.03,0,0,3792631,OK
20250926150345-w086_20250926150345176_flatboi,623,485,0.866,19.99,40.5,2.02,0,0,521911,OK
20231031143852,532,680,0.8391,19.93,40.3,2.02,0,0,605783,OK
20251110135146-w085_20251110135146457_flatboi,633,471,0.884,19.96,40.4,2.02,0,0,525748,OK
20250926165636-auto_trace_20250926165636789,228,1392,0.3976,21.65,43.7,2.02,0,0,246780,SPARSE
20260602204401-5753_-7,3960,576,0.4544,20.0,40.3,2.01,0,0,2066796,SPARSE
20251114202035-w081_20251114202035261_flatboi,591,580,0.7455,19.97,40.0,2.0,0,0,509600,OK
20260623152443-w077-080,755,2843,0.871,19.95,39.9,2.0,0,0,3735010,OK
20251111210734-w070_20251111210734722_flatboi,645,771,0.8983,20.0,39.8,1.99,0,0,891905,OK
20260623161233-w101-103,618,2290,0.8726,19.99,39.7,1.99,0,0,2466133,OK
20260623161233-w101-103,616,2288,0.8759,19.99,39.7,1.99,0,0,2465415,OK
20250919184434-0500P2-wrap07_0919,110,100,0.7841,19.74,39.1,1.98,0,0,17022,OK
20260623155914-w095-097,620,2193,0.8771,19.99,39.4,1.97,0,0,2381782,OK
20260623155914-w095-097,622,2195,0.8737,19.99,39.4,1.97,0,0,2382204,OK
20260603185441-5753_-6,999,172,0.55,20.05,39.5,1.97,0,0,187532,OK
20250108000005-w030_2025010818,2090,2033,0.027,19.82,38.8,1.96,0,0,228556,SPARSE
20260701183132-w073-076,212,459,0.8487,19.92,39.0,1.96,0,0,164270,OK
20260603190005-5753_-5,1009,163,0.6336,20.01,38.9,1.95,0,0,206933,OK
20260603185441-5753_-6,3996,688,0.5413,20.04,39.0,1.95,0,0,2970736,OK
20260603190005-5753_-5,8573,1385,0.3869,20.0,38.8,1.94,0,0,9181269,SPARSE
20260623162614-w107-109,2504,9464,0.8656,19.95,38.6,1.94,0,0,41009650,OK
20260602204401-5753_-7,1215,177,0.2799,20.04,38.8,1.93,0,0,119353,SPARSE
20231106155351,533,788,0.8986,19.99,38.6,1.93,0,0,753400,OK
20260623161233-w101-103,2464,9152,0.8734,19.98,38.5,1.93,0,0,39376438,OK
20260603005223-5753_-1,1240,240,0.4169,20.04,38.6,1.92,0,0,247079,SPARSE
20260123230000-w037_2026012323_flatboi,1713,1589,0.6591,19.89,38.2,1.92,0,0,3584448,OK
20260623154617-w089-091,622,2058,0.8777,19.97,38.3,1.92,0,0,2243592,OK
20260623154617-w089-091,620,2056,0.8812,19.97,38.3,1.92,0,0,2243346,OK
20260623155914-w095-097,2480,8772,0.8746,19.97,38.3,1.92,0,0,38040560,OK
20231210121321,793,626,0.8604,19.97,38.3,1.92,0,0,852542,OK
20251223230000-w031_2025122323_flatboi,577,502,0.7527,19.9,38.0,1.91,0,0,434718,OK
20260603190005-5753_-5,4036,652,0.6246,20.0,38.1,1.91,0,0,3281272,OK
20250919124722-auto_grown_20250919054722721_inp_hr,372,270,0.6652,20.38,38.8,1.9,0,0,133014,OK
20260623164704-w116-117,620,1678,0.8591,19.95,37.9,1.9,0,0,1784717,OK
20260623164704-w116-117,618,1676,0.8625,19.95,37.9,1.9,0,0,1784121,OK
20260623165230-w118-119,615,1692,0.8657,19.95,37.8,1.9,0,0,1798956,OK
20260623165230-w118-119,613,1690,0.8691,19.95,37.8,1.9,0,0,1798029,OK
20260126000000-w045_2026012619,291,401,0.8916,20.03,38.0,1.9,0,0,207342,OK
20260325000000-w046_20260325,291,402,0.8921,20.01,37.8,1.89,0,0,207977,OK
20260325000000-w046_20260325,1168,1613,0.8488,20.01,37.7,1.88,0,0,3195345,OK
20260603145540-5753_-4,1013,179,0.6412,20.02,37.7,1.88,0,0,231062,OK
20260623164704-w116-117,5251,14239,0.8596,19.94,37.4,1.88,0,0,128514345,OK
20260623154617-w089-091,5268,17468,0.8781,19.96,37.4,1.88,0,0,161586292,OK
20251106133152-w077_20251106133152767_flatboi,797,590,0.7052,19.9,37.3,1.87,0,0,661511,OK
20260226113324-auto_grown_20260226113324624_abf,151,181,0.514,77.96,145.4,1.87,0,0,27750,OK
20260623165742-w120-121,745,2092,0.8477,19.94,37.2,1.86,0,0,2639179,OK
20260623151041-w069-072,753,2547,0.8725,19.94,37.0,1.86,0,0,3342826,OK
20251111210734-w070_20251111210734722_flatboi,646,749,0.9195,20.01,37.2,1.86,0,0,888216,OK
20260623153216-w081-084,760,3014,0.8671,19.94,37.0,1.86,0,0,3967840,OK
20260623165230-w118-119,5208,14358,0.8661,19.94,37.0,1.85,0,0,129509017,OK
20251109232817-w065_20251109232817724_flatboi,759,743,0.8062,20.02,37.0,1.85,0,0,907539,OK
20260623164141-w113-115,627,2454,0.8609,19.97,36.9,1.85,0,0,2645434,OK
20260623164141-w113-115,625,2452,0.8619,19.97,36.9,1.85,0,0,2638043,OK
20260603145540-5753_-4,4052,716,0.6331,20.01,36.8,1.84,0,0,3667868,OK
20260623161921-w104-106,625,2328,0.867,19.98,36.7,1.84,0,0,2519182,OK
20260623155914-w095-097,761,2694,0.8476,19.97,36.6,1.84,0,0,3471598,OK
20260623161921-w104-106,623,2326,0.868,19.98,36.7,1.84,0,0,2511991,OK
20260623164141-w113-115,5310,20832,0.8591,19.96,36.6,1.83,0,0,190041294,OK
20260205070000-w041_2026020507_flatboi,517,469,0.5462,19.85,36.4,1.83,0,0,263694,OK
20250502205333-auto_grown_20250502181030065,129,186,0.6117,20.0,36.6,1.83,0,0,28761,OK
20260701183128-w053-058,193,488,0.9381,20.46,37.4,1.83,0,0,175811,OK
20251204060522-w090_20251204060522416_flatboi,643,609,0.7217,20.0,36.6,1.83,0,0,563672,OK
20260325000000-w046_20260325,1164,1608,0.8858,20.0,36.6,1.83,0,0,3312776,OK
20260623155240-w092-094,762,2614,0.8504,19.97,36.5,1.83,0,0,3383774,OK
20260623161921-w104-106,2492,9304,0.8655,19.97,36.5,1.83,0,0,40121530,OK
20250925212701-auto_grown_20250925212701145,198,372,0.4701,21.69,39.6,1.82,0,0,67398,SPARSE
20260126000000-w045_2026012619,1168,1609,0.8484,20.03,36.5,1.82,0,0,3185781,OK
20251001060526-auto_grown_20251001060526760,228,1266,0.3525,21.57,39.2,1.82,0,0,198714,SPARSE
20260623154006-w085-088,624,2587,0.8844,19.98,36.3,1.81,0,0,2851163,OK
20260623154006-w085-088,622,2585,0.8875,19.98,36.3,1.81,0,0,2849988,OK
20251110135803-w067_20251110135803677_flatboi,658,766,0.8984,20.02,36.2,1.81,0,0,904064,OK
20250926145427-w084_20250926145427439_flatboi,483,601,0.6983,19.96,36.1,1.81,0,0,404056,OK
20250919125754-auto_grown_20250919055754487_inp_hr,360,294,0.8212,20.42,36.7,1.8,0,0,173208,OK
20260220214732-auto_grown_20260220144552896,232,236,0.6763,19.91,35.8,1.8,0,0,73535,OK
20260623154006-w085-088,5285,21962,0.8846,19.97,35.8,1.79,0,0,205313350,OK
20260623164141-w113-115,767,3013,0.8322,19.94,35.7,1.79,0,0,3842186,OK
20260623164141-w113-115,2500,9808,0.8595,19.96,35.7,1.79,0,0,42136662,OK
20250902170447--3_b2,177,135,0.6899,19.92,35.4,1.78,0,0,32652,OK
20260623141135-w046-052_jordi,605,2402,0.9175,19.97,35.5,1.78,0,0,2662945,OK
20260623141135-w046-052_jordi,603,2399,0.9213,19.97,35.5,1.78,0,0,2661796,OK
20260623154617-w089-091,2480,8224,0.8787,19.96,35.4,1.78,0,0,35828276,OK
20260623141135-w046-052_jordi,5123,20382,0.9183,19.96,35.4,1.78,0,0,191733393,OK
20260701183130-w064-068,195,507,0.9213,19.9,35.2,1.77,0,0,181292,OK
20260623164704-w116-117,758,2059,0.8328,19.93,35.3,1.77,0,0,2596293,OK
20251112000002-w087_20251112000002214_flatboi,625,479,0.8678,20.01,35.4,1.77,0,0,518208,OK
20260126000000-w045_2026012619,1164,1604,0.8852,20.02,35.3,1.76,0,0,3302604,OK
20260701183124-w010-027,184,448,0.9517,19.9,35.1,1.76,0,0,156129,OK
20260623165230-w118-119,2452,6760,0.8665,19.94,35.0,1.76,0,0,28716148,OK
20250928235953-auto_grown_20250928235953722,246,2670,0.3805,21.58,37.9,1.75,0,0,489102,SPARSE
20260623141135-w046-052_jordi,2412,9596,0.9187,19.96,35.0,1.75,0,0,42514502,OK
20260623164704-w116-117,2472,6704,0.86,19.94,34.9,1.75,0,0,28493546,OK
20250919124917-auto_grown_20250919054917419_inp_hr,350,189,0.7842,20.02,35.0,1.75,0,0,103191,OK
20250919130642-auto_grown_20250919060642061,354,270,0.6526,20.53,35.9,1.75,0,0,122604,OK
20260623154006-w085-088,2488,10340,0.885,19.97,34.9,1.75,0,0,45519052,OK
20260623141135-w046-052_jordi,740,2948,0.89,19.96,34.8,1.74,0,0,3878619,OK
20260623150417-w064-068,130,505,0.8995,20.05,34.8,1.74,0,0,117369,OK
20251110135146-w085_20251110135146457_flatboi,632,484,0.8552,19.97,34.5,1.73,0,0,521802,OK
20250108000001-w026_2025010854,362,356,0.8647,19.99,34.5,1.73,0,0,222071,OK
20260623161233-w101-103,756,2811,0.8458,19.97,34.4,1.72,0,0,3590956,OK
20240828190516-20240716140050,138,1266,0.772,19.85,34.0,1.71,0,0,268252,OK
20260203210000-w040_2026020321_flatboi,535,482,0.6103,19.86,33.9,1.71,0,0,313556,OK
20260603042357-5753_-3,1017,186,0.6513,20.02,34.1,1.7,0,0,244974,OK
20250919124917-auto_grown_20250919054917419_inp_hr,1260,680,0.7761,20.03,33.8,1.69,0,0,1327994,OK
20251208130119-w028_20251208130119156_flatboi,577,467,0.8516,19.95,33.5,1.68,0,0,457723,OK
20260623154617-w089-091,761,2526,0.8523,19.95,33.5,1.68,0,0,3272753,OK
20250919123506-auto_grown_20250919053506178_inp_hr,372,306,0.721,20.31,34.1,1.68,0,0,163500,OK
20260203210000-w040_2026020321_flatboi,3756,3327,0.5357,19.9,33.4,1.68,0,0,13379821,OK
20250920020222-0500P2-wrap10_0919,108,73,0.8201,19.71,32.9,1.67,0,0,12750,OK
20260603145540-5753_-4,8607,1521,0.3921,20.03,33.4,1.67,0,0,10257666,SPARSE
20251204071911-w091_20251204071911070_flatboi,652,621,0.7003,19.98,33.3,1.67,0,0,565588,OK
20260623161921-w104-106,764,2858,0.8379,19.96,33.3,1.67,0,0,3655006,OK
20260701183125-w028-037,189,461,0.9397,20.13,33.4,1.66,0,0,162970,OK
20250825181922-1,318,185,0.6777,19.9,33.0,1.66,0,0,79210,OK
20260603042357-5753_-3,4068,744,0.6438,20.01,33.1,1.65,0,0,3891144,OK
20260220213127-w00,211,238,0.7334,20.0,33.0,1.65,0,0,73166,OK
20260203210000-w040_2026020321_flatboi,1756,1576,0.6057,19.85,32.8,1.65,0,0,3348817,OK
20260623160554-w098-100,619,2247,0.8724,19.98,32.9,1.65,0,0,2423185,OK
20260623160554-w098-100,617,2245,0.8757,19.98,32.9,1.65,0,0,2422475,OK
20260623162614-w107-109,768,2907,0.8379,19.94,32.8,1.64,0,0,3736992,OK
20250108000001-w026_2025010854,1448,1424,0.8585,19.98,32.8,1.64,0,0,3537192,OK
20250919131352-auto_grown_20250919061352722_inp_hr,382,285,0.775,20.04,32.8,1.64,0,0,168016,OK
20250919131352-auto_grown_20250919061352722_inp_hr,1376,1026,0.7683,20.04,32.8,1.64,0,0,2166829,OK
20250628074500-500P2_front,679,386,0.6396,20.0,32.7,1.64,0,0,334059,OK
20251113130119-w073_20251113130119516_flatboi,633,779,0.8926,20.0,32.7,1.64,0,0,878787,OK
20251212185248-w029_20251212185248662_flatboi,586,483,0.8433,19.9,32.5,1.63,0,0,476085,OK
20260110010000-w033_2026011001_flatboi,555,492,0.7263,19.92,32.5,1.63,0,0,395390,OK
20260206000000-w042_2026020613,291,383,0.8887,20.02,32.6,1.63,0,0,197389,OK
20250628074500-500P2_front,1322,753,0.635,19.98,32.4,1.62,0,0,1261892,OK
20260603145540-5753_-4,1243,220,0.3818,20.01,32.4,1.62,0,0,207776,SPARSE
20260603190005-5753_-5,1238,200,0.3764,19.99,32.3,1.62,0,0,185349,SPARSE
20251203230500-w089_20251203230500465_flatboi,646,611,0.7156,19.98,32.3,1.62,0,0,563343,OK
20260220214732-auto_grown_20260220144552896,904,920,0.658,19.89,32.1,1.62,0,0,1092641,OK
20251206103305-w012_20251206103305555_flatboi,600,240,0.8187,19.94,32.1,1.61,0,0,234708,OK
20260206000000-w042_2026020613,2476,3259,0.7593,20.03,32.2,1.61,0,0,12247765,OK
20251206103305-w012_20251206103305555_flatboi,610,256,0.765,19.93,32.1,1.61,0,0,237871,OK
20260623160554-w098-100,2468,8980,0.8732,19.97,32.1,1.61,0,0,38691422,OK
20260302000000-w039_2026030210,416,375,0.6379,19.98,32.1,1.61,0,0,198143,OK
20260623154006-w085-088,763,3176,0.859,19.96,32.1,1.61,0,0,4158589,OK
20250925182632-auto_grown_20250925182632715,234,1104,0.3667,21.58,34.6,1.6,0,0,185625,SPARSE
20251107110950-w064_20251107110950052_flatboi,671,770,0.8922,20.01,32.0,1.6,0,0,920350,OK
20251207123912-w060_20251207123912611_flatboi,546,604,0.8747,19.99,31.9,1.6,0,0,575577,OK
20251114202035-w081_20251114202035261_flatboi,588,571,0.7554,19.98,31.9,1.59,0,0,505749,OK
20250919184431-0500P2-wrap04_0919,144,106,0.7664,19.88,31.6,1.59,0,0,23136,OK
20251204071911-w091_20251204071911070_flatboi,639,608,0.7248,19.98,31.8,1.59,0,0,561641,OK
20260203210000-w040_2026020321_flatboi,1292,1158,0.6053,19.81,31.5,1.59,0,0,1808339,OK
20260623160554-w098-100,757,2758,0.846,19.97,31.7,1.59,0,0,3528733,OK
20260206000000-w042_2026020613,1168,1537,0.8424,20.02,31.8,1.59,0,0,3021921,OK
20251206103305-w012_20251206103305555_flatboi,1449,576,0.8113,19.93,31.6,1.58,0,0,1351720,OK
20251107175958-w061_20251107175958270_flatboi,598,654,0.8813,19.99,31.6,1.58,0,0,687909,OK
20251107063327-w063_20251107063327215_flatboi,643,726,0.885,20.01,31.6,1.58,0,0,824649,OK
20260701183131-w069-072,194,435,0.9214,19.91,31.4,1.58,0,0,154746,OK
20260302000000-w039_2026030210,3539,3191,0.5378,19.99,31.5,1.58,0,0,12141242,OK
20251206103305-w012_20251206103305555_flatboi,1969,785,0.8113,19.92,31.4,1.58,0,0,2504610,OK
20251210160810-w057_20251210160810301_flatboi,546,667,0.8928,20.01,31.4,1.57,0,0,648979,OK
20251110135803-w067_20251110135803677_flatboi,657,743,0.9226,20.04,31.4,1.57,0,0,899114,OK
20251113130119-w073_20251113130119516_flatboi,636,757,0.9104,20.01,31.3,1.57,0,0,875053,OK
20251220020000-w030_2025122002_flatboi,586,487,0.8433,19.94,31.2,1.56,0,0,479977,OK
20250919135915-auto_grown_20250919065915092_inp_hr,336,282,0.7068,20.36,31.7,1.56,0,0,133350,OK
20260302000000-w039_2026030210,1664,1500,0.6323,19.97,31.1,1.56,0,0,3152900,OK
20260220000000-w053_2026022021,1453,2022,0.7149,19.99,31.1,1.55,0,0,4197053,OK
20260206000000-w042_2026020613,1164,1532,0.8823,20.01,31.1,1.55,0,0,3144064,OK
20231022170901,334,1783,0.897,20.0,31.0,1.55,0,0,1065842,OK
20250922024644-0500P2-wrap11_0919,77,112,0.5958,20.14,31.1,1.55,0,0,10081,OK
20251113152136-w074_20251113152136889_flatboi,629,775,0.897,20.0,30.9,1.54,0,0,872981,OK
20260302000000-w039_2026030210,1670,1504,0.5957,19.99,30.8,1.54,0,0,2989516,OK
20251212185248-w029_20251212185248662_flatboi,579,479,0.8551,19.89,30.6,1.54,0,0,473037,OK
20260227000000-w052_2026022705,1501,1906,0.7029,19.98,30.7,1.53,0,0,4018736,OK
20251210153304-w058_20251210153304503_flatboi,547,673,0.8974,20.0,30.6,1.53,0,0,659377,OK
20251212185248-w029_20251212185248662_flatboi,1900,1566,0.8505,19.88,30.4,1.53,0,0,5057324,OK
20240711124827-20240618142020,126,1286,0.8175,19.95,30.5,1.53,0,0,263413,OK
20230929220926,492,1164,0.8676,19.98,30.3,1.52,0,0,991595,OK
20251112163527-w071_20251112163527854_flatboi,641,776,0.8952,20.02,30.4,1.52,0,0,889007,OK
20250902171202--2_b2,177,116,0.7127,19.69,29.8,1.51,0,0,28957,OK
20251223230000-w031_2025122323_flatboi,571,492,0.7689,19.9,30.1,1.51,0,0,430710,OK
20251223230000-w031_2025122323_flatboi,1379,1181,0.7641,19.87,30.0,1.51,0,0,2485593,OK
20250922024644-0500P2-wrap11_0919,150,218,0.5711,20.07,30.3,1.51,0,0,36982,OK
20260210000000-w058_2026021020,365,480,0.8691,19.99,30.1,1.51,0,0,303553,OK
20260603185441-5753_-6,8488,1461,0.3358,20.02,30.1,1.5,0,0,8321051,SPARSE
20251212185248-w029_20251212185248662_flatboi,1398,1150,0.8504,19.86,29.8,1.5,0,0,2731499,OK
20260603193311-5753_-1_copy,1008,211,0.5381,20.07,30.1,1.5,0,0,226902,OK
20251107110950-w064_20251107110950052_flatboi,671,747,0.9151,20.02,30.0,1.5,0,0,915680,OK
20260603042357-5753_-3,8642,1580,0.3991,20.03,30.0,1.5,0,0,10891839,SPARSE
20230929220926,1604,3790,0.8639,19.97,29.9,1.5,0,0,10496696,OK
20260210000000-w058_2026021020,1460,1920,0.8635,19.99,29.9,1.49,0,0,4837580,OK
20251112000002-w087_20251112000002214_flatboi,621,481,0.8638,20.02,29.9,1.49,0,0,514694,OK
20260623165230-w118-119,752,2076,0.8391,19.93,29.7,1.49,0,0,2616883,OK
20251210142414-w059_20251210142414060_flatboi,473,675,0.9037,19.99,29.8,1.49,0,0,575837,OK
20251111010954-w068_20251111010954408_flatboi,655,769,0.8969,20.01,29.7,1.49,0,0,901970,OK
20250108000002-w027_2025010845,356,355,0.8492,20.01,29.7,1.48,0,0,213865,OK
20260210000000-w058_2026021020,375,494,0.8615,19.98,29.6,1.48,0,0,318198,OK
20250925222237-auto_grown_20250925222237459,186,630,0.4484,21.45,31.8,1.48,0,0,102780,SPARSE
20250825181907-0,315,177,0.6985,19.87,29.3,1.48,0,0,77378,OK
20250825181922-1,319,183,0.6719,20.07,29.6,1.47,0,0,77916,OK
20231012184424,779,1163,0.8969,20.0,29.5,1.47,0,0,1622874,OK
20251113021010-w072_20251113021010674_flatboi,636,777,0.8939,20.01,29.5,1.47,0,0,881908,OK
20250920020223-0500P2-wrap12_0919,100,79,0.8437,19.76,29.1,1.47,0,0,13144,OK
20231012184424,5395,8042,0.8944,19.99,29.4,1.47,0,0,77597916,OK
20251223230000-w031_2025122323_flatboi,4007,3395,0.5828,19.91,29.3,1.47,0,0,15845675,OK
20260108000000-w041_2026010816,301,390,0.8827,20.02,29.4,1.47,0,0,206490,OK
20250919184429-0500P2-wrap02_0919,45,62,0.6351,19.21,28.2,1.47,0,0,3438,OK
20260603193311-5753_-1_copy,4032,844,0.5287,20.06,29.4,1.46,0,0,3590208,OK
20250919184433-0500P2-wrap06_0919,104,104,0.8086,19.79,29.0,1.46,0,0,17268,OK
20260325000000-w046_20260325,299,413,0.8833,20.01,29.2,1.46,0,0,217383,OK
20260215000000-w024_2026021572,345,322,0.831,19.99,29.1,1.46,0,0,183878,OK
20231012184424,2540,3786,0.8944,19.99,29.0,1.45,0,0,17194443,OK
20251223230000-w031_2025122323_flatboi,1874,1609,0.7643,19.88,28.8,1.45,0,0,4604656,OK
20260112000000-w043_2026011217,297,395,0.8913,20.0,29.0,1.45,0,0,208367,OK
20250919131642-auto_grown_20250919061642215_inp_hr,336,198,0.6336,20.33,29.5,1.45,0,0,83802,OK
20250108000001-w026_2025010854,3080,3030,0.627,19.98,29.0,1.45,0,0,11698069,OK
20260110010000-w033_2026011001_flatboi,550,483,0.7417,19.89,28.7,1.44,0,0,392789,OK
20260110010000-w033_2026011001_flatboi,3860,3332,0.5705,19.89,28.7,1.44,0,0,14665577,OK
20250108000001-w026_2025010854,1453,1428,0.6887,19.98,28.8,1.44,0,0,2855371,OK
20260603185441-5753_-6,211,36,0.5405,20.0,28.9,1.44,0,0,7915,OK
20260306000001-w051_2026030600,1477,1874,0.7168,19.96,28.8,1.44,0,0,3964652,OK
20250825181922-1,1242,713,0.6629,20.07,29.0,1.44,0,0,1171984,OK
20251211111451-w055_20251211111451620_flatboi,538,650,0.8919,20.01,28.8,1.44,0,0,622514,OK
20260126000000-w045_2026012619,299,412,0.8827,20.03,28.8,1.44,0,0,216726,OK
20231005123336,535,1494,0.8775,19.99,28.7,1.44,0,0,1400377,OK
20260110010000-w033_2026011001_flatboi,1805,1579,0.737,19.88,28.6,1.44,0,0,4196879,OK
20251205115859-w094_20251205115859448_flatboi,571,530,0.6969,20.0,28.7,1.44,0,0,420537,OK
20260603185441-5753_-6,1225,211,0.3268,20.01,28.7,1.43,0,0,167849,SPARSE
20251211095724-w056_20251211095724922_flatboi,541,660,0.8927,20.02,28.7,1.43,0,0,636216,OK
20251211135303-w054_20251211135303394_flatboi,532,640,0.8926,20.03,28.7,1.43,0,0,606581,OK
20250902170435--5_b2,168,123,0.6785,19.84,28.4,1.43,0,0,27743,OK
20250919184435-0500P2-wrap08_0919,110,101,0.7882,19.73,28.1,1.43,0,0,17287,OK
20260603024952-5753_-2,8624,1623,0.4066,20.04,28.6,1.42,0,0,11375302,SPARSE
20251028225813-auto_grown_20251028225813045,138,151,0.3178,20.1,28.6,1.42,0,0,13081,SPARSE
20251107175958-w061_20251107175958270_flatboi,602,634,0.8987,19.99,28.4,1.42,0,0,684513,OK
20260110010000-w033_2026011001_flatboi,1328,1160,0.737,19.86,28.2,1.42,0,0,2267611,OK
20250825181934-3,304,163,0.6213,19.86,28.1,1.42,0,0,61105,OK
20260127000000-w057_2026012713,3140,4051,0.6393,19.98,28.3,1.42,0,0,16258303,OK
20251113204233-w075_20251113204233755_flatboi,623,773,0.9007,20.02,28.3,1.41,0,0,866057,OK
20251210142414-w059_20251210142414060_flatboi,476,660,0.9129,20.0,28.3,1.41,0,0,572313,OK
20251107063327-w063_20251107063327215_flatboi,642,704,0.9086,20.03,28.3,1.41,0,0,819707,OK
20250919135433-auto_grown_20250919065433578_inp_hr,352,344,0.7671,19.99,28.2,1.41,0,0,185055,OK
20260205070000-w041_2026020507_flatboi,521,467,0.5385,19.82,28.0,1.41,0,0,260872,OK
20260205070000-w041_2026020507_flatboi,3658,3224,0.4854,19.84,28.0,1.41,0,0,11441010,SPARSE
20260205070000-w041_2026020507_flatboi,1710,1527,0.5353,19.8,27.9,1.41,0,0,2792040,OK
20260603193311-5753_-1_copy,8565,1793,0.3375,20.04,28.2,1.41,0,0,10358677,SPARSE
20260220213127-w00,823,928,0.7146,19.96,28.1,1.41,0,0,1089767,OK
20250919135433-auto_grown_20250919065433578_inp_hr,1268,1238,0.7614,19.99,28.1,1.41,0,0,2387951,OK
20260108000000-w041_2026010816,1204,1560,0.8763,20.01,28.1,1.4,0,0,3288956,OK
20231221180251,490,646,0.9109,20.0,28.1,1.4,0,0,575337,OK
20240304161941-w023_20240304161941_flatboi,640,1567,0.9144,20.03,28.1,1.4,0,0,1831602,OK
20240304161941-w023_20240304161941_flatboi,638,1565,0.9183,20.03,28.1,1.4,0,0,1831376,OK
